time,solar,wind,demand,price,carbon_intensity
0,0.0,2.0,4.981727756021723,106.83309844571413,0.6437230422816671
1,0.0,1.9728306081941094,5.417624560425854,112.02510361584751,0.6158532469719641
2,0.0,1.738791968372039,5.28745490384252,108.58514006938016,0.630192282541119
3,0.0,1.499943320110703,5.698239818157118,125.06437690376592,0.6166840133611128
4,0.019488339875889358,0.7911130265332376,5.685059435833804,117.0428247746093,0.6358621271017368
5,0.0,0.6797810838961442,6.215919959525504,209.35720364060302,0.6407022932400022
6,0.23143025500192357,0.5618354549833806,6.2352031777299946,236.2259560740695,0.6022456358442749
7,0.9535480402032622,0.14660714818531156,6.1395078709123405,290.5972121620309,0.6519464918179686
8,1.773086878774852,0.039602964702864285,6.3480977870275055,122.36647465426823,0.6482530963549575
9,2.5181245898029805,0.20769288598314523,6.196204665647458,112.47928133704055,0.5974935031285612
10,3.0888324418264004,0.23270478618832788,5.7878983431343825,90.35187774036446,0.6589472543058796
11,3.0495260845074994,0.33880252092694624,5.157905805805848,83.89785866765132,0.6070494169078376
12,3.122168778865874,0.21394863787525467,5.270605420305549,87.0669699538363,0.5975155389456202
13,3.32732560994875,0.4234458768245053,5.768360079734181,91.61508142198068,0.6206087624556224
14,2.9184511790287004,0.356800918383128,4.563591878057852,69.00932735550896,0.17499965817526078
15,2.623125031520622,0.538351873250955,4.332448303510766,76.39161085919162,0.18977130020770644
16,1.6450004996515872,1.0415015159206533,4.456536924746843,83.9408092117775,0.6156638422168785
17,0.5927516376829265,0.5035405116508953,3.901336579880429,103.02704578861784,0.6500364148125568
18,0.0,0.3321951361052589,8.037570663540002,253.9266750109648,0.6409591163530823
19,0.11887820715874291,0.30526159591714436,5.011354520696413,117.4616911500367,0.6234260163549977
20,0.0,0.04289785144654401,5.367380902092527,266.3308651352896,0.643582443249475
21,0.010609503056386981,0.28580587455678097,5.687032792185985,304.0686630923976,0.6117800122742901
22,0.007185556574169261,0.18385071649797097,4.647632303170752,117.74422246417458,0.6528366040361818
23,0.1980046703365362,0.6083597835918385,5.221931679352742,118.2410068519155,0.6908624086998457
24,0.025059132103927465,0.805376239716028,5.2366028214967315,124.46098828429862,0.643246362350145
25,0.0,0.8466064984493719,5.460550821398211,123.97144172705588,0.6226772379269686
26,0.0,0.8231953156631999,6.059546943855061,253.5709579205211,0.6820373764048894
27,0.0,1.1382896379360135,5.970516533492109,119.3878903177726,0.6682976667671221
28,0.15959677356394655,1.2459417249888702,6.3862142700786935,127.33117828946423,0.6058352258320168
29,0.1279965489745205,1.4847498995188584,6.3155161808590154,117.60881292035758,0.6280240094492563
30,0.0,1.360590455819611,6.5621549908481125,300.2586652072296,0.6275126304886819
31,0.968088206638881,1.449042889536917,6.336053447836487,118.78568073411411,0.6292610610484158
32,1.7778167351696532,1.3876644620853562,6.326530149885527,116.86833776000647,0.6416601906720406
33,2.4164699367833493,1.3783751558248372,5.96669778750442,91.7345965763373,0.6226983605367479
34,2.845292487864418,0.9453796985826222,5.720890799146686,84.33762872298415,0.6378401784420172
35,3.2588578395145364,0.9382363080949473,4.755238646436797,75.89082173404513,0.1534389479227199
36,3.061938010642678,1.0426747807636652,5.357555294758882,83.426831971214,0.16412250004810125
37,3.0839722129190457,0.7443188596955408,4.479204405442676,61.06798638992011,0.1586197048850102
38,2.617766300060702,0.4602634879345716,4.477216939857349,74.9402906659768,0.1940627100154625
39,2.358040457675193,0.3911059496482526,3.858496339586196,65.72544805468176,0.1576844791525146
40,1.6956313427714456,0.44827940712291514,4.455930197205195,83.60152298048592,0.6205875197859244
41,0.8953431815513253,0.022978246817888404,4.117323924234413,93.63032280800053,0.6367446146007506
42,0.05249570000275268,0.2288308266161484,5.47286807808516,198.9086619817166,0.6572214564112219
43,0.0,0.5337774820843467,5.02940136075021,125.21159342195033,0.6421951515528456
44,0.0,0.45526213614956756,5.246601624800802,128.30842466314098,0.6488786392920116
45,0.0,0.4684577762241445,5.663710232165575,261.69105268998237,0.656374987596458
46,0.17152755451448493,0.5950459204400282,4.306089013651396,101.2727525655308,0.5954917461617103
47,0.0,0.4205142926172132,5.299475508311048,127.23915248304102,0.6255333192014895
48,0.0,0.6525823022044006,5.296318747964331,123.69361032175308,0.6717736298511635
49,0.07304420163857547,0.7142507316209364,5.488784484000099,119.37704024222872,0.6364680595201835
50,0.0,0.42217341541964576,5.686578599842485,315.2025315963222,0.6887545882618813
51,0.0,0.6431338108812887,6.219863672956347,251.7905135585669,0.6552476704024427
52,0.0,0.8518386108670385,6.014411867229278,279.14668471610867,0.5974553089233309
53,0.026302814227267553,0.5733053016428042,5.798785484808994,202.4925659179648,0.5381826850941717
54,0.0,0.8652768758171672,6.329974801776149,203.65318043499224,0.6208069010704131
55,0.7550601588606516,0.8621812052500996,6.124421603822177,126.88199753953324,0.6964131004961531
56,1.3502173801616537,0.6506563761793216,6.248286045421419,122.82787876102269,0.6390033902214084
57,1.323437295618485,0.6660526518198455,6.101654003111136,108.4678416640909,0.647722032348857
